197
16	2	2809	64	7	48	currentWorldChild	4
20	1	2560	388	16	32
-5	3	2304	368	432	3
-5	3	2680	390	71	3
-1	0	2944	144	176	16
-5	3	2785	390	31	3
-2	2	2915	105	13	7	isRightUp	0	isTop	1
-2	2	2948	136	12	8	isRightUp	0	isTop	0
-2	2	3107	134	13	10	isRightUp	0	isTop	1
-2	2	3171	200	13	8	isRightUp	0	isTop	0
-1	0	3538	144	44	16
-1	0	3492	176	15	16
17	0	3504	177	16	14
-2	2	3502	164	13	8	isRightUp	1	isTop	0
-2	2	3536	134	14	10	isRightUp	1	isTop	1
26	1	3432	54	16	16
10	1	2378	79	8	16
11	1	2438	61	8	16
11	1	2522	143	8	16
13	1	2329	175	8	16
28	1	2560	192	16	15
13	1	2328	256	8	16
10	1	2396	255	8	16
10	1	2465	256	8	16
13	1	2517	256	8	16
10	1	2584	256	8	16
10	1	2651	256	8	16
10	1	2719	256	8	16
6	1	2796	256	8	16
11	1	2648	177	8	16
6	1	2605	67	8	16
15	1	2716	51	8	16
10	1	2785	78	8	16
8	2	2906	81	8	16
8	2	2969	113	8	16
8	2	3037	80	8	16
1	1	3087	110	16	32
1	1	2996	173	16	32
1	1	3038	173	16	32
8	2	3097	178	8	16
8	2	3161	147	8	16
8	2	3230	174	8	16
8	2	3357	147	8	16
8	2	3422	176	8	16
8	2	3484	147	8	16
8	2	3553	150	8	16
11	1	2906	81	8	16
10	1	2969	113	8	16
29	1	3037	80	13	16
10	1	3097	178	8	16
10	1	3230	174	8	16
27	1	3161	147	8	16
6	1	3357	147	8	16
10	1	3422	176	8	16
11	1	3484	147	8	16
6	1	3553	150	8	16
1	1	3137	174	16	32
1	1	3196	174	16	32
22	2	2314	187	16	16	player_contact_direction	1	box_area_active_height	29	box_area_active_width	88	box_area_active_x	2455	box_area_active_y	180
22	2	2597	187	16	16	player_contact_direction	1	box_area_active_height	25	box_area_active_width	89	box_area_active_x	2648	box_area_active_y	184
32	1	3424	119	14	16
